Key,Description,Standard,fr
SAY.Flowchart.433.Customer,,"Just remember, you are doing the right thing. Your craft, this art of taxidermy, is too important.{wc}You bring the dead back to life by imitating their past vivacity and allowing them to eternally remain in that prime state.{wc}What you do is beautiful, and it’s necessary. In fact, that’s why you must finish this project.{wc}It will fix everything -- and solve all your problems with your ungrateful girlfriend, too. This is the final step. You must take it.","Souviens-toi simplement que tu fais ce qu’il faut. Ton savoir-faire, cet art de la taxidermie, est très important.{wc}Tu redonnes vie aux morts en imitant leur vivacité passée et en leur permettant de demeurer éternellement dans un éclat parfait.{wc}Ce que tu fais est beau, et c’est nécessaire. En fait, c’est précisément pour cela que tu dois terminer ce projet.{wc}Il réparera tout -- y compris tes problèmes avec ta copine ingrate. C’est la dernière étape. Tu dois l’accomplir."
SAY.Flowchart.434.,,{i}I blink a few times in confusion as I wait for the customer's words to absorb into my tired brain.,"{i}Je cligne plusieurs fois des yeux, confuse, en attendant que les mots de la cliente s’imprègnent dans mon cerveau fatigué."
SAY.Flowchart.435.Mimi,,You’re right -- I can’t give up now!{wc}I promise it'll be perfect! ,Vous avez raison -- je ne peux pas abandonner maintenant !{wc}Je promets que ce sera parfait ! 
SAY.Flowchart.440.Mimi,,"Hellooo, you’ve reached Dermimi’s, where last week’s death draws a new breath!!{wc}Hehe, just kidding~ what’s up, my Domo?","Bonjouuur, vous êtes bien chez Dermimi, où la mort de la semaine dernière reprend vie avec panache !!{wc}Héhé, je plaisante~ Qu'est-ce qu'il y a, ma Domo ?"
SAY.Flowchart.441.Domo,,Can you come back now?,Tu peux revenir maintenant ?
SAY.Flowchart.442.Mimi,,"No~, I have to finish my project.","Non~, Je dois finir mon projet."
SAY.Flowchart.443.Domo,,Well... are -- are you done with it yet?,Eh bien... est-- est-ce que tu l'as fini ?
SAY.Flowchart.444.Mimi,,"Obviously not, silly! I just clocked in!","Évidemment que non, idiote ! Je viens à peine de commencer !"
SAY.Flowchart.445.Domo,,I just...  I don’t like...,C'est juste que...  Je n'aime pas...
SAY.Flowchart.446.,,"{i}She seems to give up on whatever she was gearing up to say, sighing and changing the subject instead.","{i}Elle semble renoncer à ce qu’elle s’apprêtait à dire, pousse un soupir et change de sujet."
SAY.Flowchart.447.Domo,,...The neighbors were knocking at the door again.,...Les voisins sont encore venus toquer à la porte.
SAY.Flowchart.448.Mimi,,"Argh, again? They really won't leave us alone.","Argh, encore ? Ils ne veulent vraiment pas nous laisser tranquille."
SAY.Flowchart.449.Domo,,They were saying something... complaining about the smell.,Ils se plaignant que l''odeur s'était répandue.
SAY.Flowchart.450.Mimi,,What smell?,Quelle odeur ?
SAY.Flowchart.451.Domo,,From our house.,Qui vient de notre maison.
SAY.Flowchart.452.Mimi,,"Hm, it might be from Dermimi’s, but I don’t smell anything. If they come back, just tell them that.","Hm, elle vient peut-être de Dermimi, mais je ne sens rien. S'il reviennent tu leur diras ça."
SAY.Flowchart.456.Domo,,Okay... Miss you. Bye.,D'accord... Tu me manques. Bisous.
SAY.Flowchart.465.Domo,,You’ve been working forever. Are you really not done yet?,Tu travailles depuis si longtemps. Tu n'as toujours pas fini ?
SAY.Flowchart.464.Mimi,,"Almost done, I promise!","C'est presque terminé, je te promets !"
SAY.Flowchart.467.Domo,,Maybe you could... take a break.,Peut-être que tu pourrais... faire une pause.
SAY.Flowchart.468.Mimi,,That’s what I'm doing now! Talking to you -- that's my break.,C'est ce que je suis en train de faire en ce moment ! Te parler -- c'est ça ma pause.
SAY.Flowchart.469.Domo,,You sound tired.,Tu as l'air fatiguée.
SAY.Flowchart.482.Mimi,,"I really am! I even woke up early for this, which isn't helping with the tiredness.","C'est la cas ! Je me suis même lever en avance, ce qui n'aide pas pour la fatigue."
SAY.Flowchart.471.Domo,,Oh no...,Oh non...
SAY.Flowchart.473.Mimi,,"Argh, yeah, it’s actually gotten pretty bad. I think I've started seeing things.","Pff, oui, ça devient compliqué. Je crois que je commence à voir des choses."
SAY.Flowchart.474.Domo,,What-- what do you mean?,Quoi-- comment ça ?
SAY.Flowchart.476.Mimi,,"Like when I'm working -- sometimes it looks like the objects I'm using... change. To something else. {wi}A quick flash, like a glitch in the matrix or something.","Genre quand je travaille-- des fois on dirait que les objets que j'utilise... se transforment. En autre chose. {wi}Dans un flash, comme un bug dans la matrice."
SAY.Flowchart.484.Mimi,,"Haha, that probably doesn't make any sense! I'm just tired!","Haha, tu dois rien comprendre à ce que je raconte ! Je suis juste fatiguée !"
SAY.Flowchart.477.,,"{i}But the other side of the call is dead silent. Domo doesn't say a word. Then, the call abruptly ends.",{i}Mais l'autre bout du fil reste silencieux. Domo ne dit rien. Et alors l'appel se termine brusquement.
SAY.Flowchart.479.Mimi,,"Huh, that was weird.","Hm, c'était bizarre."
SAY.Flowchart.936.Mimi,,"That was a really complicated cat! It turned out well. It reminds me of Domo though, the black cat to my white bunny!{wc}I wonder what those weird things I saw were, though...","C'était un chat très compliqué ! Mais le résultat est plutôt réussi. Il me fait penser à Domo, le chat noir de mon lapin blanc !{wc}Je me demande quand même quelles étaient ces choses bizarres que j'ai vu..."
SAY.Flowchart.954.,,"My phone charm! Domo made this for me. Ohh, this is gonna be a bit of a lore dump!{wc}Okay, so -- the number of pearl beads is the number of months we’ve been together. 23 months!!! Almost 2 years... so exciting!{wc}The M is a bit of an inside joke. It’s my initial, but when I first met Domo, I heard her introduce herself as Momo!{wc}I thought she was so cute and I was like, oh my god we even have matching names?? I called her Momo for months, and she never once corrected me! Can you believe it?{wc}Mimi and Momo, the perfect couple...{wc}Oh, and the white rabbit and black cat beads are for us as well! I mean, Domo’s matching the charms with me, so of course everything represents us.{wc}Anyways, I think we’re SOOO the archetype of white rabbit and black cat! Or golden retriever and black cat, but rabbits are better because that’s Domo’s favorite animal and I’m Domo’s favorite!{wc}The last bead is a morning glory. I put it on a week ago. Domo has a yellow chrysanthemum instead.","Le pendentif de mon téléphone ! Domo l'a fait pour moi. Ohh, c'est parti pour une petite explication !{wc} Bon, alors-- le nombre de perles représente le nombre de mois depuis qu'on s'est mises ensemble. 23 mois !!! Presque 2 ans... si excitant !{wc}Le M est un peu une blague entre nous. C'est mon initial, mais quand j'ai rencontré Domo pour la première fois, j'ai entendu Momo quand elle m'a dit son prénom !{wc} Je l'ai trouvé super mignonne et j'étais en mode, oh c'est incroyable on a même des pronoms qui vont ensemble ?? Je l'ai appelé Momo pendant des mois, et elle ne m'a pas corrigé une seule fois ! Tu te rends compte ?{wc} Mimi et Momo, le couple parfait...{wc} Oh, et le lapin blanc et le chat noir sont nous aussi ! Je veux dire, Domo a le même pendentif que moi, donc évidemment que tout nous représente.{wc} Bref, je pense qu’on est TELLEMENT l’archétype du lapin blanc et du chat noir ! Ou du golden retriever et du chat noir, mais les lapins, c’est mieux, parce que c’est l’animal préféré de Domo – et moi, je suis la préférée de Domo !{wc} La dernière perle est une fleur de volubilis. Je l'ai mise la semaine dernière. Domo a une perle de chrysanthème jaune à la place."
CHARACTER.Customer,,Customer,Cliente
CHARACTER.Domo,,Domo,Domo
CHARACTER.Mimi,,Mimi,Mimi
